favorite_count,retweet_count,tweet_id
14325,4093,759099516616339456
6410,1977,759047798813712385
3507,884,758854659951865861
11070,3776,758828647570558976
5671,1593,758740300751708160
3749,988,758474885559615488
4730,2178,758467147756691456
5140,1876,758405694332735488
3348,1042,758355003270651905
2665,368,758041011524427776
6787,3199,757741862451109889
0,7764,679062609438445568
4475,1192,757725635913584640
4503,1090,757611655744393216
0,296,757596935922515969
4266,1038,757596060105707520
14923,6731,757400155624792065
5734,1708,757393098737651713
4463,1399,757354752359432192
6195,1957,756998020437278720
6548,1969,756939201392807936
4975,1275,756651745628057600
10268,3509,756526239901507585
3876,1088,756303244222160896
43397,17386,756288526673649665
6315,1504,756275824932876290
7210,2828,755955658164465664
16194,5264,755206499077615616
20885,10891,755110610942169088
0,7763,679158360810352640
6814,2469,754856550720761857
2553,511,754747081328328704
5217,1920,754481405627957248
3688,722,754449482473992192
7776,2318,754120358878412800
5757,2134,753655892701249536
7783,3487,753420390836346880
5673,1871,753398183879991296
7531,2284,753375662195507200
3316,1021,753294480162295809
3873,945,753026963640573953
6843,1546,752917276685438976
5928,1566,752682082904772608
4316,1529,752660706479239172
7260,3384,752519679353257984
3762,1075,752334354492362752
0,15922,675354114423808004
5865,1802,752173142286692352
5111,1299,751937146756468736
5719,1906,751830383478632448
7801,2991,751598350038929408
4324,1076,751583840003584000
4961,1235,751538705064755201
3169,984,751456786360725504
12321,5764,751250895690731520
6225,1778,751205334442766336
4987,1277,751132866713677825
4710,1337,750868771745763329
12959,4922,750719617786609664
4382,1124,750506196939972608
4494,1129,750383404370300928
3054,939,750147201331068929
3551,1266,750132096795049984
4267,1282,750117017039011840
2996,825,750101891116392448
2136,523,749842022312337408
7709,3253,750071693578735616
3114,880,749833783789154304
3119,600,749828107587248128
2678,770,750023357219962880
3190,886,749821559804690432
3015,801,749823820396163072
5037,2418,749850882955702272
4593,1298,749774184847446016
6003,1617,749417644336513024
2574,523,749403085643063300
8414,3364,749395837562843136
5404,2194,749316899712950272
4732,1500,749064343547944960
3044,777,749036286288207872
10584,3325,748977397119258624
5707,2202,748932629869756416
2732,932,748704826305970176
4667,1552,748699139601563648
4181,1306,748692763684835328
5956,1937,748575526948843521
2165,659,748568890477789184
5138,1210,748346678575497217
3626,742,748324042759938048
3619,698,748307320023703552
5681,2092,747963600220917761
6498,2490,747933264640380928
2886,947,747885821378715648
2775,731,747844091732430850
4759,1133,747816839879757824
2290,548,747600758972026880
3606,1035,747594043354419201
5424,1578,747512645096476672
3804,1022,747461595794673665
5160,1531,747219814297501696
3305,894,747204153907253248
9378,3866,747103470537347072
2852,290,746906454414790656
5871,2086,746872782257008640
5227,1704,746818901464453120
4780,1563,746790588880674817
5933,1755,746726893492264961
4574,1063,746507370331799552
6074,1596,746369457296183296
6778,2143,746131866353270785
3503,794,746056674465751040
3948,1041,745789737584201728
6870,2278,745712555474169857
6940,2483,745433859332898817
8411,2369,745422721861951488
7025,2695,745314852214812672
7117,2195,745057274213834752
2918,597,744995559002476547
7726,2624,744971033824788481
5493,1528,744709961729576961
6648,2055,744334584582643713
153122,75859,744234667679821824
4089,1071,743980013133783040
3587,945,743895842243887104
4382,1352,743609136882065409
17962,6356,743595352218079234
3460,920,743545570443280384
7768,3645,743509040018268160
4138,1193,743253145791258624
6069,1858,743222543746752512
3765,1333,743210550650376192
4322,1917,742528081945055232
7115,3824,742465765840982016
6661,1916,742385888848715776
4224,1334,742161185223630852
5001,1512,742150202493153280
4439,1469,741793243084521472
8001,2677,741743615312056320
3608,800,741438250968047616
8597,3126,741303857943306240
6208,2657,740995091762794496
3331,911,740711781497245696
2785,758,740699677411020802
17772,6650,740676969604493312
34262,12985,740373148126859264
2410,421,740365062632812544
3224,845,740359008121298944
6544,1916,740214022880927744
19489,5766,739979181916880896
3968,1052,739932919620358144
3717,837,739844395122450432
5265,1610,739606132583456768
38590,20648,739544071010713604
6994,2853,739485614966472704
113224,56439,739238016737267712
3684,1112,738885039132401664
3231,770,738883339164192768
4968,1487,738537488050847744
3181,805,738402403196796928
4227,1183,738184431987351552
8560,3254,738166379505848322
2442,621,738156281941262337
5142,1719,737825997765107712
9750,3362,737800291471392769
4918,1276,737678682714693632
10003,4319,737445868014444545
3519,788,737322732686323712
14310,7212,737310236135043073
4137,1681,736736122429014017
3875,1204,736365798558728192
7905,2708,736225169967091712
7694,2892,736010860062248961
3505,1114,735991939804200964
3944,1074,735648574982246401
6012,2278,735635075396599808
12705,4876,735274957656215553
3250,853,735256011242541056
3057,948,735137021832888320
2686,512,734912253380567040
12217,6117,734787682270871557
2442,521,734776349148094464
3494,756,733828109590532096
3578,994,733822298390548480
3057,919,733481999936032768
4078,1239,733460077437296640
2367,520,732732179730554882
3464,865,732726047838507009
3576,758,732585876857835521
7878,2438,732375209307705344
3412,969,731285267307364353
3746,1229,731156013890428928
5995,1922,730924639128584192
4766,2071,730573372497772545
3400,1012,730427195684999168
3726,1031,730211842690162689
4716,1834,730196697196822528
3930,1089,729854727480086528
1687,368,729838572744912896
3877,1214,729823553781108736
5641,2249,729463699031916544
1833,309,729113512279150593
3068,798,728986347021565952
4549,1652,728760633324351488
2696,657,728751174258708481
3231,1010,728653941983072256
4780,1930,728409944555401216
3610,935,728387158260723712
4187,1168,728046957697052672
4445,1625,728035330755047425
4020,1076,728015541730869248
2886,618,727685666293751812
5718,1693,727644511996776449
4366,1181,727524751036526594
3255,720,727314408490168320
2980,793,727286322952441857
3816,1347,727175367849549825
6697,2363,726935081290452993
3734,1476,726887073358159872
3479,976,726828212261629952
4311,1106,726224894078406657
4071,1332,725786708017553410
5079,1724,725729306392027137
3644,1271,724983740980690944
2284,616,724771676257284096
5147,1607,724405714131795968
4221,1726,724049844495605761
2598,542,724046330591645696
4087,1494,724004596214038529
3789,1193,723912928282300416
7481,2843,723688327916998657
2939,863,723673152451149824
5166,1801,723179713569521664
3990,1521,722974578855804928
4850,1589,722613344872505345
4499,1772,721503152168681472
2470,594,721001172476137472
3033,745,720785400575455232
2405,641,720775341267148802
4028,1453,720415104408399872
6197,2427,720389936612913153
2799,946,720340697887457281
3763,1094,720059469649022976
4785,1942,720043168729862144
4708,1687,719991136241082368
4418,1381,719704480703361024
4925,1833,719551372954365953
2727,722,719367753803698176
4323,1195,719339452099911682
3344,918,719332505971724289
3394,1045,718971861124521984
5113,1702,718939234342674432
18374,7776,718631494844080128
2376,467,718613299022180352
2383,986,718540625512165377
2632,511,718459997370335232
4739,1471,718454723171459074
1863,481,718246851380711426
3773,960,718234610254143489
2390,588,717841792524222464
2802,1072,717790026537517056
5618,1790,717537679412486144
3080,814,717421791472431106
6129,1868,717047453128790017
3154,936,717009356240384000
4178,1136,716802957069697028
7980,1529,716791134920552448
2323,203,716439112555823104
2698,1015,716285498407456768
6606,1847,716080861125292034
3117,853,715928416713895936
4542,1640,715733232809955329
3818,1255,715696738036744192
4179,1560,715680780459098112
5322,1514,715360342210166784
2973,669,715342457676890113
2364,629,715220173247131650
5011,1818,715200615434031105
4044,1187,715009744965120000
3634,1006,714982297112612864
4041,1369,714957616947052546
3197,962,714631568564813824
3536,900,714606006421028867
2959,706,714258253283213313
3183,811,714251577813504000
2221,845,714214106660741120
4212,1357,714141403652231168
3208,773,713919455693287424
2768,714,713900595745275905
4739,1331,713761188442677248
4315,1265,713411058820460546
7035,2770,713177538751774721
4342,1436,713175901853319168
11989,4812,712717831029202944
4073,1181,712668618841042948
5184,1520,712438152884043776
3676,1003,712097427059306497
2866,859,712092738334941184
3196,474,712085607170883584
2202,603,712064997715791875
0,123,711998175234510848
7842,2235,711968119305211904
2772,963,711743773672394752
8599,3968,711732672607821824
3758,888,711652646256517120
3548,1100,711363817834295296
3217,716,711306672371847168
2925,594,711008011691683840
4461,1343,710997081670823936
2482,664,710844577050206208
2622,516,710833110598848513
2251,545,710658682619617280
4413,1808,710588915867099136
2102,508,710283263395246080
4418,1212,710272293939879938
2333,1085,710269104096153601
2840,870,710153175412543488
2685,855,710140968360665088
5323,1926,710117006981341184
3414,1058,709918790847492096
646,99,709901249051754496
3424,1169,709852841964396544
3461,1166,709566161864826882
3206,1038,709556945439617027
1460,231,709519225661091845
2162,554,709449595638706176
2547,659,709409441024581632
2364,560,709225114588549120
12182,5604,709207338792525824
2386,623,709198376978522112
1989,405,709158324613324805
4616,1579,709042081084391424
2905,874,708845814165192704
1647,489,708834245947559936
16050,6735,708810903379005440
2691,788,708738135744757760
2468,696,708711077455011842
2483,663,708479597491388418
3027,795,708469903859306500
3497,1279,708356456928649216
2303,719,708349462943498240
4189,1512,708149338376171520
3297,831,708130917802450944
2632,957,708119483462905857
1897,538,708109384879046656
4288,1874,708026062568087553
3059,1097,707995806666768384
2630,933,707969786605670405
3200,928,707776912765132800
2427,593,707741510117101568
3309,963,707693564902428672
2209,674,707420564403658752
2243,581,707411927010582529
3415,1249,707387669630881792
3197,1060,707377090396626948
2416,622,707315908499415040
2713,761,707297296074072065
2538,655,707059520279810048
2137,763,707038182748119040
3981,1314,707020843742838786
2263,583,707014226158751746
1999,568,706901753699155968
3219,949,706681899490680832
2513,1056,706644797256241152
2109,613,706593029277294592
3389,1390,706537990542254082
3046,1007,706516523993731073
3374,905,706346354252095488
20771,7697,706310002273869824
1668,466,706290925690097664
2672,910,706265991110590465
5029,1557,706166462331920384
3031,710,705975037652836353
3109,869,705970342242729984
2311,538,705898672375132160
1888,504,705786528321044482
3100,1120,705591886233235456
2894,887,705475939698868224
4321,1575,705442513113522177
3722,1630,705428418666635264
2931,733,705239205698531328
2536,779,705223427129409536
2093,504,705102425103839232
2141,604,705066010735464451
4178,1092,704871447097905152
2200,523,704859541930962945
4957,1482,704847907636305920
2581,953,704819829430218752
6489,2844,704761116849774592
2847,990,704499780106493952
3314,1041,704480327234953220
7802,3455,704364642517262336
1543,340,704347313985228800
1812,557,704113287844098048
2849,893,704054834471833603
1797,442,703774235978817536
3194,1111,703769060060884992
2512,657,703631691173269505
3741,1488,703611476301516800
3721,1327,703424980705538048
2381,675,703407224702414850
3418,1115,703382800452493312
1868,375,703356390035714048
1935,532,703268508835176448
7215,2995,703079038101929984
2522,702,702932120042397696
3159,1043,702684938378874880
2146,546,702671112556158976
11948,3350,702598091703250944
2813,931,702539494201782274
3205,1016,702321133908054017
2415,753,702276744527618049
